config,universe,cagr,sharpe,max_dd,total_return
donchian_baseline,top20,0.4707685787944529,1.008653304545573,-0.6104180305133515,13.918613165925207
volz_baseline,top20,0.4769798826295195,1.0252646927769087,-0.5778325629496437,14.365621811784813
taker_top20,top20,0.011752109566976143,0.26837318805795835,-0.08668322872575107,0.08529207959003537
donchian_entry_55d,top20,0.38686223686955223,0.9588199490744788,-0.5153290662273261,8.885793276538676
donchian_exit_20d,top20,0.3042078338907408,0.7541160664645821,-0.6699383049326049,5.427760240801826
donchian_gated,top20,0.37345090799684,0.918784750322204,-0.4726690763626632,8.23521746036575
