sma_window,final_equity,n_trades,total_cost,total_return,cagr,ann_volatility,sharpe,sortino,calmar,max_drawdown,max_drawdown_days,win_rate,profit_factor,avg_win,avg_loss,payoff_ratio,n_periods,best_period,worst_period
100,9.554341015206829,96,1.0058620189143612,8.554341015206829,0.3789139224773215,0.4298064473929429,0.9611330984600721,1.079724141794176,0.8116421040936356,-0.46684852913151464,790,0.28966861598440546,1.2141429705107978,0.02215277606833447,-0.01822108381715227,1.2157770794886051,2565,0.1953613919484356,-0.13020384721763678
150,8.039371877504701,62,0.5668980669783996,7.039371877504701,0.34543748426503185,0.43286124523106456,0.9007095759939221,1.0144500930079927,0.7618116619804346,-0.45344210584413924,965,0.2935672514619883,1.1974897350277054,0.02206278259238702,-0.018473259261628402,1.1943091514021336,2565,0.1953613919484356,-0.13020384721763667
180,4.7286236601327705,62,0.33294144440766216,3.7286236601327705,0.24753383704357512,0.43693558490450823,0.7239829652648325,0.7886851064383439,0.40614524487656306,-0.6094712179107412,1049,0.2908382066276803,1.1568623887500047,0.02197679305554849,-0.018820296804736476,1.167717665856238,2565,0.1953613919484356,-0.14375079638681942
200,4.3898337152849525,60,0.33326247676975335,3.3898337152849525,0.23440064779590708,0.43175428301763397,0.7026863195351488,0.7785903442655473,0.4243111889409831,-0.5524262708719415,1038,0.2939571150097466,1.150632029290324,0.02159933817457051,-0.01877171643474269,1.150632029290324,2565,0.1953613919484356,-0.1437507963868193
220,4.161447710460669,80,0.3676325098007267,3.161447710460669,0.22504762431885217,0.4366475086343708,0.6823439098163911,0.76594280132191,0.39619054861266495,-0.5680287556250354,1049,0.30409356725146197,1.1431858945873696,0.021431414131586803,-0.018627686371846783,1.1505140092962631,2565,0.1953613919484356,-0.1437507963868192
250,3.7652696451314367,68,0.23787733624094823,2.7652696451314367,0.20772442942445513,0.4453679537598904,0.6455322835207196,0.7405853984616552,0.30184358232619835,-0.6881856749234114,1334,0.3157894736842105,1.1323907835026916,0.021334623868995848,-0.01874775539659335,1.1379828367545566,2565,0.1953613919484356,-0.1437507963868193
300,5.199641133214062,50,0.18686143345787787,4.199641133214062,0.2645117995495925,0.45487907288025947,0.7422721137265232,0.86731164858823,0.36972247008428716,-0.7154333884258931,1311,0.3267056530214425,1.151080439330843,0.021572825141039247,-0.01905979197794954,1.1318499785305662,2565,0.1953613919484356,-0.14375079638681942
