year,return
2019,-0.14090232796823454
2020,3.096175823596875
2021,1.204492861989317
2022,-0.508226640639692
2023,1.3714226719732445
2024,0.6717996942687348
2025,0.022908056934020316
2026,-0.05164195821235695
